start	end	text
1400	5780	This is Gene Larson, News Director of Radio Station KGSW in Karniakoska.
6000	10220	Right at the present time, on this Tuesday evening, November the 5th, 1957,
11220	15680	we are in our studio, the time is Central Standard Time, 720.
16100	21260	At our side, at microphone, we have Mr. Reinhold O. Schmidt.
21900	24780	That's Reinhold O. Schmidt, S-C-H-M-I-D-T.
24780	30240	Mr. Schmidt has stated that his home address is Melling and Bakersfield, California,
30460	35860	at 715 Gates Street, and that he is employed by Value Pack Incorporated.
36040	38980	They're in the wholesale K-Feed and Grain Concentrate.
39160	43300	Their office is at 501 West Main Street at Brawley, California.
43740	45660	That's B-R-A-W-L-E-Y.
45900	50840	Mr. Schmidt, this afternoon I believe you had something occur to you,
51600	53140	and you talked a little bit about it.
54780	59400	of questions. The information that I have given so far, Mr. Schmidt, is that correct?
59820	60160	Yes.
60760	65060	In other words, you work for Value Pack Incorporated. You live in Bakersfield. You are in Kearney,
65120	66280	Nebraska for what, sir?
66560	67280	Buying grain.
67640	69440	And is this your first trip to Kearney?
69600	69900	Yes.
70600	73160	And by buying grain, what do you mean, sir?
73620	75460	Buying from the farmers or elevators.
75700	78360	And you travel around the country, is that it, sir?
78480	78660	Yes.
79160	81120	And you drive what kind of a car, sir?
81220	81560	A Seaworth.
81860	82580	What's your...
82580	83660	55 Super.
84900	88620	Now this afternoon I believe you were out south of town, south of Kearney.
88720	89600	About how far, sir?
90120	92040	I would say about four miles.
92340	93700	About what time was this, sir?
93760	95740	Between two and three in the afternoon.
96060	98260	And you were headed in which direction, sir?
98540	102460	I was going south and then turning east on the Newark Highway.
102780	107840	And you were up the cement road on this Newark Road for about how long a time?
107920	108900	I mean mileage-wise.
109260	110640	Oh, it was about a mile.
110780	111260	About a mile.
111260	115100	and then noticed something in the Platte River bed.
115200	116220	Am I right that it's dry?
116520	119720	There was a flash there when I first noticed the flash.
120400	123140	And that was how far from the road, sir?
123300	125820	About, I would say, a half a mile.
126040	128320	A half a mile from the road at the present time.
128380	131460	Did you continue to drive, or did you immediately stop?
131760	135540	No, I drove on up a little closer to where the flash was
135540	137720	to see what caused that.
137800	139740	When I got too close, I found out.
141260	170500	crash there. You thought it was a balloon that had crashed? Yes. And then you drove closer to the object? Yes. And then what occurred? I got within 60 feet of the object. My car stopped. The motor went dead. The motor went dead. I tried to step out of it, but there was no response whatsoever. Then what did you do, Mr. Smith? I got out of the car. I figured maybe the terminal had just broken loose in the car. I got out of the car and walked toward this balloon, what I thought was this balloon. And when I got within 30 feet of it,
171260	179380	light shot out and i would say it paralyzed me either paralyzed there or else if the
180300	184840	hippopotamus on the way you couldn't move physically could you think yes i could take
184840	191400	it off and i couldn't move i see uh before we go into further happenstance with this object
191400	197140	uh i wonder if you could describe it for me about how long was it sir it was about 100 feet long as
197140	198960	We get to step off there.
199120	203480	It's about 100 feet long and 30 feet wide, and now it's 14 feet high.
203600	205160	What did it appear to be made out of?
205320	207860	A real bright aluminum.
208400	211940	Now, this was in the riverbed of the Platte River, which is dry at the present time.
211960	213080	Yeah, it's sandy there.
213280	213580	Yes.
213720	215100	And it appeared to be of aluminum.
215220	216520	It was bright and shiny.
216760	219000	And you got out and you approached this object.
219300	219620	Yeah.
219680	220420	And you described it.
220500	224260	Did you notice anything as to how it would be moved?
224260	228020	Did there appear to be pipes or propellers or what was it, sir?
228120	233720	On each end of the machine, there was a tube running up and down,
233780	236380	and in these tubes, as I can see, were big fans.
237040	239980	And one seemed like that's done the propellant.
240160	241940	How close did you get to this object?
242340	244660	I got to it and in it.
244800	246160	I understand that, sir.
246220	250480	But before you got into it, you got out of your car, went across the field toward the riverbed.
250480	254060	said, how far did you get toward the object before you noticed anybody?
254680	255720	Oh, about 30 feet.
255820	256520	About 30 feet.
256580	257220	And then what occurred?
257440	262280	That's when that light shot out and paralyzed as far as you know.
262480	263540	Then what occurred, sir?
263740	268320	There was two men came up, and they said not to be alarmed if they would have to search me.
268360	269580	How did they come out of the side?
269860	272280	Yes, out of the side of the machine.
272680	275480	And were there steps down to the ground, or did they jump?
275480	278280	There was a sliding door, and then the step.
279580	282940	I see. And they came out and they spoke to you in English?
283040	283380	Yes.
283520	284440	How were they dressed?
284660	287640	They were dressed like any American would be.
287800	288600	In business suits?
288700	289640	In business suits, yes.
289760	292780	I see. Did they appear to be young or middle-aged?
292880	296480	They were middle-aged. I would say between 40 and 40.
296580	297680	And they spoke good English?
297920	298360	Yes.
298400	300880	No, they spoke broken English.
301080	301480	Broken English.
301640	302780	What did they say to you?
303240	305000	They told me not to feel alarmed.
305020	307940	They were not going to hurt me.
308340	310200	and they did want to search me.
310220	311320	And I told them I had no weapons.
311920	318020	And I asked them what the deal was or what the object was.
318200	321760	And they said, well, as long as we can leave for a few minutes,
321880	323160	you can just walk in and look around.
323480	324980	So you went up the steps with them?
325160	325480	Yes.
325560	326400	You entered the object?
326500	327740	Into the object.
327900	330400	Did you sense anything by way of smell,
330640	332080	sight that was out of the ordinary?
332300	332780	Not at all.
332920	333440	Not at all.
333580	335780	Were there any other people in this object?
335780	339640	Yes, there was four men and two ladies.
340500	341940	What age did they appear to be?
342040	343620	They appeared to be around 40.
344560	346160	Were they talking when you entered?
346420	348000	They just spoke to me, that's all.
348200	348820	What did they say?
348960	349760	They just said hello.
349980	351240	In what? In what language?
351340	352180	In American language.
352280	353100	In American language.
353180	354740	They said hello, and you answered them?
354860	355120	Yes.
355300	355860	I see.
356120	359180	And what did you felt once you got inside of this object?
359420	363220	Well, there was just a lot of instruments and wires,
363220	367020	and it seemed like they were working on these walkways for some reason,
367680	374360	and the girls were at another instrument there with a lot of dials and pushpulls.
374580	380700	After they said hello to you, these women and these other men, or were there no other men?
380760	381820	There were two men and three women?
381980	383480	There were four men and two women.
383720	389300	All right, then one of them more than likely sort of stayed by you, one man all the time, by you.
389400	389600	Yes.
389660	391480	And he was the one that talked to you, perhaps?
391680	392000	Yes.
393360	397300	other two women and other three men went about their business?
397400	397600	Yes.
398220	400620	Did they appear to be interested in you?
400720	401160	No.
402200	404020	Did they talk among themselves?
404140	404500	Yes.
405120	406640	And what language did they talk?
406700	409900	They were talking in a high German, as much as whatever I could.
410080	412740	The professor's machine was about 100 feet long as I stated,
412800	415480	and they were talking in a high German every time I could hear them.
415540	417820	Are you qualified to know high German, Mr. Schmidt?
417980	418180	Yes.
418620	421920	You've had schooling in it, or your parents each in one way or another?
422140	422820	I see.
423220	425200	And they didn't appear to be interested in you personally?
425340	425500	No.
425540	426480	After they said hello.
426660	429540	Now, you were in for the object about how long, Mr. Schmuck?
429560	433960	I was in an object there, I would say, about 30 minutes.
434080	434500	30 minutes.
434580	436080	What did you do while you were in there?
436240	441340	I was just talking to this man, although he didn't explain anything to me.
442260	443740	Did you ask him questions?
444120	444380	Yes.
444380	447300	I asked him more about what they were doing.
447300	451840	He said, well, he couldn't tell me that, but in the near future, we might all know, he said.
453220	453960	in the nearest district.
454260	457260	To tell my people that they meant no harm.
457400	458420	They meant no harm.
458540	458780	Yes.
458920	459980	That's the statement he made.
460120	460280	Yes.
460440	462560	And you were in there for approximately 30 minutes.
462720	465360	And then did something occur that would indicate to you
465360	467100	that perhaps the machinery was repaired?
467520	467840	Yes.
467840	471920	They said that this one man was working at one end.
472100	474680	He said they would be ready to take off.
474840	475560	In the German language.
475780	476280	In the German.
476320	477320	And you recognized it.
477440	477660	Yes, I recognized it.
477660	478560	It's still high German.
478720	478980	Yes.
479340	482260	And then this man told me in American
483220	485420	They would register and take off, and I would have to leave.
485780	489600	I went out of this machine, and the water roller went up.
489960	493040	I stepped back, I would say, about 10 feet.
493120	494840	They didn't tell me to not watch them or anything.
494900	499180	I stepped back about 10 feet, and then once the machine started going,
499340	503760	I probably stepped back a little farther, and then I watched them leave.
504040	504860	How did they leave?
505260	506840	It went straight up in the air.
507080	508020	Straight up in the air?
508120	508780	Yeah, slowly.
509520	512900	Slowly, slowly, at first, and it gained speed until it got...
513220	515940	About 150 or 200 feet up in the air.
516320	520820	It seemed like there was a flash there, and it just disappeared.
521240	525760	Now, you can see any object of this size 150 feet in the air.
525820	526200	Oh, yeah.
526400	527780	But this one disappeared.
528040	528820	Just disappeared.
528940	529760	They changed color.
529940	534940	Did they have any instructions to you after you left?
535140	537620	Did they tell you not to do something or do something?
537620	543760	I mean, what were they, did they say anything to you after, with regards to starting your automobile, let's say?
544040	549280	Oh, they told me not to, when I left, they said don't try and start your automobile.
549300	550900	They have to leave so it won't start anyway.
551240	551780	I see.
551940	552980	And kind of smiled.
553580	555860	That's for sure that they had done something to the automobile.
556100	558720	Did you personally feel that they were friendly towards you?
558800	559540	Yes, very friendly.
559640	560140	Very friendly.
560220	560880	Very, very friendly.
560920	563120	But disinterested in you as a person?
563380	563660	Yes.
563780	564420	I see.
565200	567120	Let me ask you this now, Mr. Schmidt.
567620	571720	You were with them or near their object and with them for about how long a time, sir?
572000	577820	I would say about 30, the sheriff.
578580	580000	Let me ask you this.
580520	582380	Why were you scared?
583180	586080	Not that I was so much until I've seen something.
586780	588680	Yes, yes, yes.
589220	593200	I think I probably should say, I believe that was a crash, sir.
594080	597580	You came in and talked to the Buffalo County Sheriff, Lloyd Frank.
597780	598280	Was that right?
598760	599240	Yes.
600900	602340	And then what occurred?
602780	606540	And me and the sheriff and myself, we went out there.
606760	609700	And something had been there.
609880	612520	We've come back and got the city manager.
613320	614120	That's Ray Lundy.
614240	614500	Yes.
614680	615940	And the chief of police.
616060	616620	Chief of police.
616700	617820	That's Besson Nelson.
618120	618560	That's right.
618920	621780	And how have you returned to the team now?
623200	628420	Was there any evidence left at the scene that would indicate that this happened?
628720	632280	Yes, the sheriff, I think it was,
632440	635860	when I thought we picked up some leaves that had some,
636460	639700	what we thought was oil or hydraulic oil, we don't know.
639840	641880	It had a sugar smell to it.
642060	643200	Did you identify the smell?
643600	643920	No.
644120	645400	A very peculiar smell.
645720	646580	It was a greenish color.
647300	648980	Were there marks in the ground?
649700	656980	It seemed like this one, we could see where this one hydraulic shift had hit the ground.
657240	661080	I see. Were there footprints where these men had walked?
661220	663860	Well, it was sandy, yes, there was footprints there.
664480	671440	And you explained to them what had happened, and they were convinced that some of this had occurred, if not all.
671440	671960	Oh, good.
672080	672460	Absolutely.
673060	675560	What are your personal feelings, Mr. Schmidt, about this?
676000	679900	Have you had a chance to calm down enough to actually give up?
679920	682760	I really haven't so far, but I have...
683720	688320	The thing is that how the space or machines from our space
688320	689680	could be from different countries.
690040	691760	You feel it might be one of the two?
692000	692200	Yes.
693680	696260	You didn't notice anything foreign about them
696260	697680	other than they might have been just...
697680	697960	Yes.
698180	699180	Would you say...
699180	700720	What race would you say they were?
701440	702640	German. You will obey German.
703400	709660	Well, Mr. Schmidt, we want to thank you very much for the opportunity of talking with you.
709940	711500	We appreciate it very much.
711540	718880	You're going to be very definitely interrogated by the various law enforcement bodies,
718960	722160	and there will be other news medias after you.
722220	726200	We appreciate the chance to talk to you firsthand about this.
726280	728960	Do you have anything else that you'd like to say at this time?
729220	731140	No, I guess that's all that I have.
731920	734260	All right, thank you very, very much.
734520	738180	Mr. Reinhold O. Schmidt of Bakersfield, California.
739060	742880	This is Gene Larson, news director for KGFW in Tarny, Nebraska.
